constituency_no,constituency,constituency_type,name,party,alliance,gender,age,position,vote_share_percentage,margin_percentage,margin,valid_votes,votes,evm_votes,postal_votes,district_name,sub_region,enop,previous_winner,previous_winner_alliance
88,DEVIKULAM,SC,ADV. A. RAJA,Communist Party of India (Marxist),LDF,male,41,2,40.44856646,27.04329603,30325,112135,45357,44807,550,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
88,DEVIKULAM,SC,S.RAJENDRAN,Bharatiya Janata Party,NDA,male,61,3,13.40527043,12.81045169,14365,112135,15032,14906,126,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
88,DEVIKULAM,SC,NOTA,None of the Above,Others,,,4,0.594818745,0.411111607,461,112135,667,662,5,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
88,DEVIKULAM,SC,RAJENDRAN .V. B,Bahujan Samaj Party,Others,male,60,5,0.183707139,0.010701387,12,112135,206,203,3,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
88,DEVIKULAM,SC,SELVI,Independent,Others,female,47,6,0.173005752,0.093637134,105,112135,194,193,1,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
88,DEVIKULAM,SC,CHELLADURAI .M,Independent,Others,male,71,7,0.079368618,0,0,112135,89,85,4,IDUKKI,TRAVANCORE (SOUTH KERALA),2.596324594,CPM,LDF
89,UDUMBANCHOLA,GEN,ADV. SENAPATHY VENU,Indian National Congress,UDF,male,60,1,53.49220475,16.49774218,20021,121356,64916,63844,1072,IDUKKI,TRAVANCORE (SOUTH KERALA),2.325197234,CPM,LDF
89,UDUMBANCHOLA,GEN,K.K. JAYACHANDRAN,Communist Party of India (Marxist),LDF,male,74,2,36.99446257,28.62487228,34738,121356,44895,44247,648,IDUKKI,TRAVANCORE (SOUTH KERALA),2.325197234,CPM,LDF
89,UDUMBANCHOLA,GEN,ADV. SANGEETHA VISWANADHAN,Bharath Dharma Jana Sena,NDA,female,49,3,8.369590296,7.791126932,9455,121356,10157,10049,108,IDUKKI,TRAVANCORE (SOUTH KERALA),2.325197234,CPM,LDF
89,UDUMBANCHOLA,GEN,P.K. SAJEEVAN,Bahujan Samaj Party,Others,male,58,4,0.578463364,0.01318435,16,121356,702,693,9,IDUKKI,TRAVANCORE (SOUTH KERALA),2.325197234,CPM,LDF
89,UDUMBANCHOLA,GEN,NOTA,None of the Above,Others,,,5,0.565279014,0,0,121356,686,677,9,IDUKKI,TRAVANCORE (SOUTH KERALA),2.325197234,CPM,LDF
90,THODUPUZHA,GEN,APU JOHN JOSEPH,Kerala Congress,UDF,male,53,1,58.01349151,30.30184858,44291,146166,84796,82898,1898,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,CYRIAC CHAZHIKADAN,Kerala Congress (M),LDF,male,41,2,27.71164293,19.03725901,27826,146166,40505,39774,731,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,ADV. ROY VARICATTU,Twenty 20 Party,NDA,male,69,3,8.67438392,6.893532012,10076,146166,12679,12485,194,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,ADV. BASIL JOHN,Aam Aadmi Party,Others,male,43,4,1.780851908,0.015735534,23,146166,2603,2533,70,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,AJAY V MARAR (AJAY UNNI),Independent,Others,male,42,5,1.765116375,0.652682566,954,146166,2580,2551,29,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,AFSAL M B,Social Democratic Party Of India,Others,male,36,6,1.112433808,0.513115225,750,146166,1626,1610,16,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,NOTA,None of the Above,Others,,,7,0.599318583,0.416649563,609,146166,876,859,17,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,JOMON JOHN,Independent,Others,male,49,8,0.18266902,0.02257707,33,146166,267,257,10,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
90,THODUPUZHA,GEN,P T VARGHESE,Socialist Unity Centre Of India (COMMUNIST),Others,male,58,9,0.16009195,0,0,146166,234,228,6,IDUKKI,TRAVANCORE (SOUTH KERALA),2.371529478,KEC,UDF
91,IDUKKI,GEN,ROY K PAULOSE,Indian National Congress,UDF,male,69,1,54.93472016,18.54617079,23822,128447,70562,69476,1086,IDUKKI,TRAVANCORE (SOUTH KERALA),2.274512368,KEC(M),LDF
91,IDUKKI,GEN,ROSHY AUGUSTINE,Kerala Congress (M),LDF,male,56,2,36.38854936,29.06257055,37330,128447,46740,46048,692,IDUKKI,TRAVANCORE (SOUTH KERALA),2.274512368,KEC(M),LDF
91,IDUKKI,GEN,ADV. PRATHEESH PRABHA,Bharath Dharma Jana Sena,NDA,male,49,3,7.325978808,6.565353804,8433,128447,9410,9307,103,IDUKKI,TRAVANCORE (SOUTH KERALA),2.274512368,KEC(M),LDF
91,IDUKKI,GEN,SHIJO ANTONY,Bahujan Samaj Party,Others,male,46,4,0.760625005,0.170498338,219,128447,977,964,13,IDUKKI,TRAVANCORE (SOUTH KERALA),2.274512368,KEC(M),LDF
91,IDUKKI,GEN,NOTA,None of the Above,Others,,,5,0.590126667,0,0,128447,758,747,11,IDUKKI,TRAVANCORE (SOUTH KERALA),2.274512368,KEC(M),LDF
92,PEERUMADE,GEN,ADV.CYRIAC THOMAS,Indian National Congress,UDF,male,60,1,56.80461794,22.53041124,27634,122652,69672,68891,781,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
92,PEERUMADE,GEN,K SALIMKUMAR,Communist Party of India,LDF,male,58,2,34.2742067,26.75863418,32820,122652,42038,41591,447,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
92,PEERUMADE,GEN,RATHEESH VARAKUMALA,Bharatiya Janata Party,NDA,male,42,3,7.515572514,6.870658448,8427,122652,9218,9151,67,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
92,PEERUMADE,GEN,NOTA,None of the Above,Others,,,4,0.644914066,0.23073411,283,122652,791,785,6,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
92,PEERUMADE,GEN,JOSEPH JACOB,Aam Aadmi Party,Others,male,47,5,0.414179956,0.067671135,83,122652,508,505,3,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
92,PEERUMADE,GEN,K MURALI,Bahujan Samaj Party,Others,male,62,6,0.346508822,0,0,122652,425,424,1,IDUKKI,TRAVANCORE (SOUTH KERALA),2.242817657,CPI,LDF
93,PALA,GEN,MANI C KAPPEN,Independent,UDF,male,69,1,37.3931734,2.201676837,2991,135851,50799,49465,1334,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,JOSE K MANI,Kerala Congress (M),LDF,male,61,2,35.19149657,9.204201662,12504,135851,47808,46573,1235,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,SHONE GEORGE,Bharatiya Janata Party,NDA,male,43,3,25.9872949,25.55814827,34721,135851,35304,34614,690,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,NOTA,None of the Above,Others,,,4,0.429146639,0.056679745,77,135851,583,577,6,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,ADV.RONY NEDUMPALLIL,Aam Aadmi Party,Others,male,31,5,0.372466894,0.133234205,181,135851,506,497,9,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,C G BABU,Independent,Others,male,59,6,0.239232689,0.039013331,53,135851,325,319,6,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,SANTHOSH PULICKAL,Independent,Others,male,39,7,0.200219358,0.01324981,18,135851,272,270,2,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
93,PALA,GEN,SANTHOSH NADOOPPARAMPIL,Bahujan Samaj Party,Others,male,47,8,0.186969548,0,0,135851,254,246,8,KOTTAYAM,TRAVANCORE (SOUTH KERALA),3.018881121,IND,UDF
94,KADUTHURUTHY,GEN,ADV.MONS JOSEPH,Kerala Congress,UDF,male,61,1,56.39428626,25.08977812,31300,124752,70353,68497,1856,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,NIRMALA JIMMY,Kerala Congress (M),LDF,female,60,2,31.30450814,21.50266128,26825,124752,39053,38130,923,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,SURESH ETTIKUNNEL,Bharath Dharma Jana Sena,NDA,male,58,3,9.801846864,8.740541234,10904,124752,12228,12059,169,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,JIJITH K JOY,Bahujan Samaj Party,Others,male,41,4,1.06130563,0.341477491,426,124752,1324,1309,15,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,NOTA,None of the Above,Others,,,5,0.719828139,0.216429396,270,124752,898,884,14,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,DOMINIC SIMON,Aam Aadmi Party,Others,male,47,6,0.503398743,0.395985636,494,124752,628,614,14,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,INDU,Independent,Others,female,39,7,0.107413108,0,0,124752,134,130,4,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
94,KADUTHURUTHY,GEN,M.M.SCARIA,Independent,Others,male,65,8,0.107413108,0,0,124752,134,133,1,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.34836327,KEC,UDF
95,VAIKOM,SC,K BINIMON,Indian National Congress,UDF,male,46,1,41.93982794,1.077330122,1360,126238,52944,51825,1119,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,P PRADEEP,Communist Party of India,LDF,male,47,2,40.86249782,24.7841379,31287,126238,51584,50519,1065,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,K AJITH,Bharatiya Janata Party,NDA,male,55,3,16.07835992,15.49454206,19560,126238,20297,19964,333,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,NOTA,None of the Above,Others,,,4,0.583817868,0.362014607,457,126238,737,718,19,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,SUMAM P S,Bahujan Samaj Party,Others,female,57,5,0.221803261,0.096642849,122,126238,280,277,3,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,ADV. P I JAYAKUMAR,Independent,Others,male,53,6,0.125160411,0.027725408,35,126238,158,158,0,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,PRADEEP S/O KUTTAPPAN,Independent,Others,male,52,7,0.097435004,0.006337236,8,126238,123,122,1,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
95,VAIKOM,SC,T M BOSE,Socialist Unity Centre Of India (COMMUNIST),Others,male,62,8,0.091097768,0,0,126238,115,113,2,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.711768768,CPI,LDF
96,ETTUMANOOR,GEN,NATTAKOM SURESH,Indian National Congress,UDF,male,57,1,52.13241994,16.07003385,19752,122912,64077,62792,1285,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,V. N. VASAVAN,Communist Party of India (Marxist),LDF,male,71,2,36.0623861,25.50605311,31350,122912,44325,43381,944,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,ATHIRA D NAIR,Twenty 20 Party,NDA,female,25,3,10.55633299,10.06980604,12377,122912,12975,12737,238,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,NOTA,None of the Above,Others,,,4,0.486526946,0.1163434,143,122912,598,588,10,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,BINOY JOSEPH KULATHUNKAL,Bahujan Samaj Party,Others,male,58,5,0.370183546,0.144819058,178,122912,455,449,6,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,ASHNA THAMBI,Socialist Unity Centre Of India (COMMUNIST),Others,female,26,6,0.225364488,0.058578495,72,122912,277,274,3,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
96,ETTUMANOOR,GEN,RAJMOHAN VETTIKULANGARA UNNI,Independent,Others,male,57,7,0.166785993,0,0,122912,205,202,3,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.42120584,CPM,LDF
97,KOTTAYAM,GEN,THIRUVANCHOOR RADHAKRISHNAN,Indian National Congress,UDF,male,78,1,60.56687209,31.63687834,35986,113747,68893,67611,1282,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,ADV.K. ANILKUMAR,Communist Party of India (Marxist),LDF,male,62,2,28.92999376,20.37943858,23181,113747,32907,32323,584,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,P ANILKUMAR,Bharath Dharma Jana Sena,NDA,male,56,3,8.550555179,7.493824013,8524,113747,9726,9607,119,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,DR .CELINE PHILIP,Aam Aadmi Party,Others,female,64,4,1.056731167,0.431659736,491,113747,1202,1193,9,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,NOTA,None of the Above,Others,,,5,0.62507143,0.474737795,540,113747,711,705,6,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,RALESH CHANDRAN,Socialist Unity Centre Of India (COMMUNIST),Others,male,30,6,0.150333635,0.029890898,34,113747,171,167,4,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
97,KOTTAYAM,GEN,SHAIJU KURIAN,Independent,Others,male,49,7,0.120442737,0,0,113747,137,136,1,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.183431366,INC,UDF
98,PUTHUPPALLY,GEN,ADV. CHANDY OOMMEN,Indian National Congress,UDF,male,40,1,65.55702918,41.27555001,52907,128180,84031,82172,1859,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,K. M. RADHAKRISHNAN,Communist Party of India (Marxist),LDF,male,65,2,24.28147917,15.27539398,19580,128180,31124,30531,593,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,RAVEENDRANATH  VAKATHANAM,Bharatiya Janata Party,NDA,male,50,3,9.006085193,8.488843813,10881,128180,11544,11376,168,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,PAUL P CHACKO (SHAJI KADAYIL),Bahujan Samaj Party,Others,male,59,4,0.517241379,0.039007645,50,128180,663,657,6,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,NOTA,None of the Above,Others,,,5,0.478233734,0.383055079,491,128180,613,612,1,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,SABU MYLAKKADAN,Janam Rashtriya Party,Others,male,58,6,0.095178655,0.030425963,39,128180,122,122,0,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
98,PUTHUPPALLY,GEN,RIJOMON MATHEW,Independent,Others,male,48,7,0.064752692,0,0,128180,83,82,1,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.012504344,INC,UDF
99,CHANGANASSERY,GEN,VINU JOB KUZHIMANNIL,Kerala Congress,UDF,male,58,1,46.21626083,6.907139909,8368,121150,55991,54994,997,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,ADV. JOB MAICHIL,Kerala Congress (M),LDF,male,60,2,39.30912092,27.09038382,32820,121150,47623,46958,665,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,B RADHAKRISHNA MENON,Bharatiya Janata Party,NDA,male,61,3,12.2187371,11.48988857,13920,121150,14803,14539,264,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,USHA JOHNSON,Bahujan Samaj Party,Others,female,55,4,0.728848535,0.263309946,319,121150,883,868,15,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,ALTHAF HASSAN,Social Democratic Party Of India,Others,male,54,5,0.465538589,0.026413537,32,121150,564,559,5,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,NOTA,None of the Above,Others,,,6,0.439125052,0.165910029,201,121150,532,512,20,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,ARAVIND V,Socialist Unity Centre Of India (COMMUNIST),Others,male,30,7,0.273215023,0.061906727,75,121150,331,326,5,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,PROF.DR.SAJU KANNANTHARA,Aam Aadmi Party,Others,male,59,8,0.211308296,0.156004953,189,121150,256,247,9,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,DR.KALKI P,Independent,Others,female,35,9,0.055303343,0.00825423,10,121150,67,67,0,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,Independent,Others,male,45,10,0.047049113,0.011555922,14,121150,57,55,2,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
99,CHANGANASSERY,GEN,JOSE JOSEPH,Janam Rashtriya Party,Others,male,53,11,0.03549319,0,0,121150,43,43,0,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.60993442,KEC(M),LDF
100,KANJIRAPPALLY,GEN,RONY K BABY,Indian National Congress,UDF,male,48,1,41.65514604,4.244492161,5772,135988,56646,55260,1386,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.833625621,KEC(M),LDF
100,KANJIRAPPALLY,GEN,DR. N. JAYARAJ,Kerala Congress (M),LDF,male,70,2,37.41065388,17.56772656,23890,135988,50874,49823,1051,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.833625621,KEC(M),LDF
100,KANJIRAPPALLY,GEN,ADV. GEORGE KURIAN,Bharatiya Janata Party,NDA,male,65,3,19.84292732,19.26346442,26196,135988,26984,26423,561,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.833625621,KEC(M),LDF
100,KANJIRAPPALLY,GEN,NOTA,None of the Above,Others,,,4,0.579462894,0.067653028,92,135988,788,778,10,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.833625621,KEC(M),LDF
100,KANJIRAPPALLY,GEN,THAMPI KAVUMPADAM,Bahujan Samaj Party,Others,male,63,5,0.511809866,0,0,135988,696,682,14,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.833625621,KEC(M),LDF
101,POONJAR,GEN,ADV.SEBASTIAN M.J,Indian National Congress,UDF,male,57,1,39.29720845,4.622429106,6693,144794,56900,55752,1148,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,ADV. SEBASTIAN KULATHUNKAL,Kerala Congress (M),LDF,male,60,2,34.67477934,9.693081205,14035,144794,50207,49399,808,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,P.C. GEORGE,Bharatiya Janata Party,NDA,male,75,3,24.98169814,24.56524442,35569,144794,36172,35536,636,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,SHINY A C,Bahujan Samaj Party,Others,female,40,4,0.41645372,0.072516817,105,144794,603,590,13,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,NOTA,None of the Above,Others,,,5,0.343936903,0.202356451,293,144794,498,491,7,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,ABHIRAM BABU,Independent,Others,male,27,6,0.141580452,0.047653908,69,144794,205,202,3,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,MAYAMOL K P,Independent,Others,female,31,7,0.093926544,0.04351009,63,144794,136,132,4,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
101,POONJAR,GEN,SANTHOSH JOSEPH,Independent,Others,male,52,8,0.050416454,0,0,144794,73,73,0,KOTTAYAM,TRAVANCORE (SOUTH KERALA),2.966461813,KEC(M),LDF
102,AROOR,GEN,ADV. SHANIMOL OSMAN,Indian National Congress,UDF,female,59,1,45.97589737,5.756479435,9324,161974,74469,73382,1087,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,DALEEMA,Communist Party of India (Marxist),LDF,female,60,2,40.21941793,27.66555126,44811,161974,65145,64169,976,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,ADV. P.S. JYOTHIS,Bharath Dharma Jana Sena,NDA,male,59,3,12.55386667,11.82905898,19160,161974,20334,20055,279,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,NOTA,None of the Above,Others,,,4,0.724807685,0.529097263,857,161974,1174,1151,23,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,N.K. SASIKUMAR,Socialist Unity Centre Of India (COMMUNIST),Others,male,55,5,0.195710423,0.012347661,20,161974,317,314,3,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,VAYALAR RAJEEVAN,Bahujan Dravida Party,Others,male,53,6,0.183362762,0.036425599,59,161974,297,293,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
102,AROOR,GEN,VIPIN,Independent,Others,male,36,7,0.146937163,0,0,161974,238,233,5,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.570956373,CPM,LDF
103,CHERTHALA,GEN,P. PRASAD,Communist Party of India,LDF,male,57,1,48.31931065,8.413027447,14489,172221,83216,81713,1503,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,K.R. RAJENDRA PRASAD,Indian National Congress,UDF,male,73,2,39.90628321,29.45633808,50730,172221,68727,67363,1364,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,ADV. T.P. ANANTHARAJ,Bharath Dharma Jana Sena,NDA,male,33,3,10.44994513,9.857102212,16976,172221,17997,17747,250,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,NOTA,None of the Above,Others,,,4,0.592842917,0.328647494,566,172221,1021,1001,20,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,NANDAKUMAR,Independent,Others,male,36,5,0.264195423,0.051677786,89,172221,455,451,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,A.P. PRASAD S/O PURUSHOTHAMAN,Independent,Others,male,58,6,0.212517637,0.067935966,117,172221,366,363,3,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,RAJENDRA PRASAD S/O PRABHAKARAN,Independent,Others,male,56,7,0.144581671,0.034258308,59,172221,249,245,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
103,CHERTHALA,GEN,ADV. SONNYMON K .MATHEW,Independent,Others,male,50,8,0.110323364,0,0,172221,190,190,0,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.477106535,CPI,LDF
104,ALAPPUZHA,GEN,A.D THOMAS,Indian National Congress,UDF,male,30,1,51.41728138,13.32923171,21015,157661,81065,80230,835,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,P.P.CHITHARANJAN,Communist Party of India (Marxist),LDF,male,63,2,38.08804968,28.3373821,44677,157661,60050,59371,679,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,M.J JOB,Bharatiya Janata Party,NDA,male,66,3,9.750667572,9.246421119,14578,157661,15373,15232,141,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,NOTA,None of the Above,Others,,,4,0.504246453,0.400860073,632,157661,795,779,16,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,JOSEPH CHACKO,Independent,Others,male,61,5,0.10338638,0.029176524,46,157661,163,159,4,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,ALLEPPEY SUGUNAN,Independent,Others,male,76,6,0.074209855,0.012051173,19,157661,117,116,1,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
104,ALAPPUZHA,GEN,JYOTHI ABRAHAM,Independent,Others,female,45,7,0.062158682,0,0,157661,98,93,5,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.386756635,CPM,LDF
105,AMBALAPUZHA,GEN,G.SUDHAKARAN,Independent,UDF,male,78,1,53.4049339,19.84287652,27935,140781,75184,73854,1330,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.43051454,CPM,LDF
105,AMBALAPUZHA,GEN,H. SALAM,Communist Party of India (Marxist),LDF,male,53,2,33.56205738,21.94969492,30901,140781,47249,46375,874,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.43051454,CPM,LDF
105,AMBALAPUZHA,GEN,ARUN ANIRUDHAN,Bharatiya Janata Party,NDA,male,43,3,11.61236246,10.88783288,15328,140781,16348,16063,285,ALAPPUZHA,TRAVANCORE (SOUTH KERALA),2.43051454,CPM,LDF
