constituency_no,constituency,constituency_type,name,party,alliance,gender,age,position,vote_share_percentage,margin_percentage,margin,valid_votes,votes,evm_votes,postal_votes,district_name,sub_region,enop,previous_winner,previous_winner_alliance
1,MANJESHWAR,GEN,A K M ASHRAF,Indian Union Muslim League,UDF,male,48,1,51.62272831,15.5760619,29252,187801,96948,96470,478,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,K SURENDRAN,Bharatiya Janata Party,NDA,male,56,2,36.04666642,24.75173189,46484,187801,67696,67065,631,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,K R JAYANANDA,Communist Party of India (Marxist),LDF,male,58,3,11.29493453,11.01644826,20689,187801,21212,21022,190,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,GEAN LAVINA MONTEIRO,Independent,Others,female,56,4,0.27848627,0.03620854,68,187801,523,518,5,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,NOTA,None of the Above,Others,,,5,0.24227773,0.09052135,170,187801,455,449,6,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,KANNUR ABDULLA MASTER,Independent,Others,male,66,6,0.15175638,0.038870933,73,187801,285,282,3,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,SANJEEVA,Bahujan Samaj Party,Others,male,55,7,0.112885448,0.004792307,9,187801,212,212,0,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,D SURENDRAN NAIR,Independent,Others,male,63,8,0.108093141,0.066027337,124,187801,203,201,2,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,ABDUL LATHEEF I,Independent,Others,male,38,9,0.042065804,0.000532479,1,187801,79,77,2,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,"MOHAMMAD ASHRAF, PAPPIYAR HOUSE",Independent,Others,male,43,10,0.041533325,0.007454699,14,187801,78,77,1,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,"MOHAMMED ASHRAF K A, C. M. HOUSE",Independent,Others,male,51,11,0.034078626,0.009584614,18,187801,64,59,5,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
1,MANJESHWAR,GEN,JOHN D' SOUZA I,Independent,Others,male,63,12,0.024494012,0,0,187801,46,46,0,KASARAGOD,MALABAR (NORTH KERALA),2.443773207,IUML,UDF
2,KASARAGOD,GEN,KALLATRA MAHIN,Indian Union Muslim League,UDF,male,62,1,45.1504997,13.41465577,22698,169203,76396,75980,416,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
2,KASARAGOD,GEN,ASHWINI M L,Bharatiya Janata Party,NDA,female,40,2,31.73584393,10.05892331,17020,169203,53698,53136,562,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
2,KASARAGOD,GEN,SHANAVAS PADHOOR,Independent,LDF,male,46,3,21.67692062,21.1491522,35785,169203,36678,36419,259,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
2,KASARAGOD,GEN,SHANAVAS A A,Independent,Others,male,44,4,0.52776842,0.040779419,69,169203,893,878,15,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
2,KASARAGOD,GEN,MOHAMMED ALI FATHAH B M,Independent,Others,male,47,5,0.486989001,0.065010668,110,169203,824,805,19,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
2,KASARAGOD,GEN,NOTA,None of the Above,Others,,,6,0.421978334,0,0,169203,714,702,12,KASARAGOD,MALABAR (NORTH KERALA),2.843887042,IUML,UDF
3,UDMA,GEN,NEELAKANDAN,Indian National Congress,UDF,male,62,1,43.64104946,2.680625608,4847,180816,78910,78084,826,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,C H KUNHAMBU,Communist Party of India (Marxist),LDF,male,66,2,40.96042386,26.08397487,47164,180816,74063,72860,1203,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,MANULAL M,Bharatiya Janata Party,NDA,male,39,3,14.87644899,14.59771259,26395,180816,26899,26550,349,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,NOTA,None of the Above,Others,,,4,0.278736395,0.17310415,313,180816,504,488,16,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,KUNHAMPU P P S/O RAMAN,Independent,Others,male,79,5,0.105632245,0.029311565,53,180816,191,186,5,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,KUNHIRAMAN,Independent,Others,male,55,6,0.07632068,0.014932307,27,180816,138,138,0,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
3,UDMA,GEN,NASEER,Independent,Others,male,45,7,0.061388373,0,0,180816,111,110,1,KASARAGOD,MALABAR (NORTH KERALA),2.629015864,CPM,LDF
4,KANHANGAD,GEN,ADV. GOVINDAN PALLIKAPPIL,Communist Party of India,LDF,male,60,1,45.46669928,8.713312891,15316,175777,79920,78463,1457,KASARAGOD,MALABAR (NORTH KERALA),2.733276535,CPI,LDF
4,KANHANGAD,GEN,SHAIJI OTTAPALLI,Kerala Congress,UDF,male,53,2,36.75338639,21.35717415,37541,175777,64604,63804,800,KASARAGOD,MALABAR (NORTH KERALA),2.733276535,CPI,LDF
4,KANHANGAD,GEN,M BALRAJ,Bharatiya Janata Party,NDA,male,58,3,15.39621225,13.61440917,23931,175777,27063,26608,455,KASARAGOD,MALABAR (NORTH KERALA),2.733276535,CPI,LDF
4,KANHANGAD,GEN,VIJAYAKUMAR B,Bahujan Samaj Party,Others,male,54,4,1.78180308,1.179904083,2074,175777,3132,3086,46,KASARAGOD,MALABAR (NORTH KERALA),2.733276535,CPI,LDF
4,KANHANGAD,GEN,NOTA,None of the Above,Others,,,5,0.601898997,0,0,175777,1058,1039,19,KASARAGOD,MALABAR (NORTH KERALA),2.733276535,CPI,LDF
5,TRIKARIPUR,GEN,SANDEEP VARIER,Indian National Congress,UDF,male,44,1,48.62905491,2.592683612,4431,170904,83109,81700,1409,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,DR. V P P MUSTAFA,Communist Party of India (Marxist),LDF,male,54,2,46.0363713,41.45075598,70841,170904,78678,76697,1981,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,RAVI KULANGARA,Twenty 20 Party,NDA,male,58,3,4.585615316,4.17017741,7127,170904,7837,7684,153,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,NOTA,None of the Above,Others,,,4,0.415437907,0.264475963,452,170904,710,681,29,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,SANDEEP ELATT,Independent,Others,male,36,5,0.150961944,0.052076019,89,170904,258,250,8,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,MUSTHAFA P P S/O NAFEESA P P,Independent,Others,male,41,6,0.098885924,0.015213219,26,170904,169,163,6,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
5,TRIKARIPUR,GEN,MUSTHAFA V P S/O MUHAMMED,Independent,Others,male,51,7,0.083672705,0,0,170904,143,142,1,KASARAGOD,MALABAR (NORTH KERALA),2.219572305,CPM,LDF
6,PAYYANNUR,GEN,V. KUNHIKRISHNAN,Independent,UDF,male,74,1,49.13765468,4.800282106,7487,155970,76640,75074,1566,KANNUR,MALABAR (NORTH KERALA),2.267445836,CPM,LDF
6,PAYYANNUR,GEN,T. I. MADHUSOODANAN,Communist Party of India (Marxist),LDF,male,65,2,44.33737257,38.93120472,60721,155970,69153,67077,2076,KANNUR,MALABAR (NORTH KERALA),2.267445836,CPM,LDF
6,PAYYANNUR,GEN,A. P. GANGADHARAN,Bharatiya Janata Party,NDA,male,62,3,5.406167853,4.641277169,7239,155970,8432,8204,228,KANNUR,MALABAR (NORTH KERALA),2.267445836,CPM,LDF
6,PAYYANNUR,GEN,NOTA,None of the Above,Others,,,4,0.764890684,0.41097647,641,155970,1193,1152,41,KANNUR,MALABAR (NORTH KERALA),2.267445836,CPM,LDF
6,PAYYANNUR,GEN,SANDEEP V. K.,Independent,Others,male,38,5,0.353914214,0,0,155970,552,542,10,KANNUR,MALABAR (NORTH KERALA),2.267445836,CPM,LDF
7,KALLIASSERI,GEN,M.VIJIN,Communist Party of India (Marxist),LDF,male,36,1,50.93483959,11.53020949,18433,159867,81428,79573,1855,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
7,KALLIASSERI,GEN,ADV. RAJEEVAN KAPPACHERI,Indian National Congress,UDF,male,57,2,39.4046301,31.20406338,49885,159867,62995,62123,872,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
7,KALLIASSERI,GEN,SANIL.A.V,Bharatiya Janata Party,NDA,male,47,3,8.200566721,7.399275648,11829,159867,13110,12905,205,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
7,KALLIASSERI,GEN,K.K. ABDUL JABBAR,Social Democratic Party Of India,Others,male,53,4,0.801291073,0.242701746,388,159867,1281,1273,8,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
7,KALLIASSERI,GEN,NOTA,None of the Above,Others,,,5,0.558589327,0.458506133,733,159867,893,867,26,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
7,KALLIASSERI,GEN,RAJEEVAN KANNOTH S/O KAMMARAN,Independent,Others,male,48,6,0.100083194,0,0,159867,160,155,5,KANNUR,MALABAR (NORTH KERALA),2.372312556,CPM,LDF
8,TALIPARAMBA,GEN,T K GOVINDAN MASTER S/O KUNHIKKANNAN NAMBIAR,Independent,UDF,male,75,1,47.52907506,6.531026408,12551,192175,91339,89920,1419,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,P K SHYAMALA TEACHER,Communist Party of India (Marxist),LDF,female,65,2,40.99804865,32.62599193,62699,192175,78788,76690,2098,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,N HARIDAS,Bharatiya Janata Party,NDA,male,58,3,8.372056719,7.436451151,14291,192175,16089,15774,315,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,NOTA,None of the Above,Others,,,4,0.935605568,0.310133992,596,192175,1798,1709,89,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,KOYYAM JANARDHANAN,Independent,Others,male,66,5,0.625471575,0.061922727,119,192175,1202,1164,38,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,ANAPPALLI GOPALAN,Aam Aadmi Party,Others,male,73,6,0.563548849,0.181084949,348,192175,1083,1052,31,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,T K GOVINDAN S/O KUNHIRAMAN,Independent,Others,male,71,7,0.3824639,0.192012489,369,192175,735,729,6,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,ABDUL SALAM K P,Independent,Others,male,50,8,0.190451411,0.037465851,72,192175,366,358,8,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,SHYAMALA P D/O GOVINDAN P,Independent,Others,female,66,9,0.15298556,0.00572395,11,192175,294,289,5,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,KHAMARUDDEEN C V,Independent,Others,male,38,10,0.147261611,0.044230519,85,192175,283,276,7,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
8,TALIPARAMBA,GEN,C BALAKRISHNAN YADAV,Independent,Others,male,65,11,0.103031091,0,0,192175,198,194,4,KANNUR,MALABAR (NORTH KERALA),2.492667371,CPM,LDF
9,IRIKKUR,GEN,ADV. SAJEEV JOSEPH,Indian National Congress,UDF,male,53,1,59.93933199,27.97718355,42426,151645,90895,88870,2025,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,ADV. MATHEW KUNNAPPALLY,Kerala Congress (M),LDF,male,66,2,31.96214844,25.62036335,38852,151645,48469,47255,1214,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,SREENATH PADMANABHAN,Twenty 20 Party,NDA,male,34,3,6.34178509,5.582775561,8466,151645,9617,9445,172,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,P V JOSEPH PARIKKAPPALLIL,Aam Aadmi Party,Others,male,59,4,0.759009529,0.233439942,354,151645,1151,1129,22,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,NOTA,None of the Above,Others,,,5,0.525569587,0.250585248,380,151645,797,765,32,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,M J MATHEW,Social Democratic Party Of India,Others,male,61,6,0.274984338,0.077813314,118,151645,417,398,19,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
9,IRIKKUR,GEN,AMAL K T,Independent,Others,male,27,7,0.197171024,0,0,151645,299,286,13,KANNUR,MALABAR (NORTH KERALA),2.148002759,INC,UDF
10,AZHIKODE,GEN,K. V. SUMESH,Communist Party of India (Marxist),LDF,male,47,1,43.76398135,0.235156187,349,148412,64951,63857,1094,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,ADV.  KAREEM CHELERI,Indian Union Muslim League,UDF,male,63,2,43.52882516,31.75349702,47126,148412,64602,63855,747,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,K. K. VINODKUMAR,Bharatiya Janata Party,NDA,male,58,3,11.77532814,11.38721936,16900,148412,17476,17221,255,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,NOTA,None of the Above,Others,,,4,0.388108778,0.229765787,341,148412,576,567,9,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,ABDUL KAREEM. V. V,Independent,Others,male,49,5,0.158342991,0.0053904,8,148412,235,230,5,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,RESHMI RAVI,Socialist Unity Centre Of India (COMMUNIST),Others,female,35,6,0.152952591,0.069401396,103,148412,227,218,9,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,SUMESH. T. P S/O GOVINDAN,Independent,Others,male,49,7,0.083551195,0.0060642,9,148412,124,124,0,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,KAREEM CHANDROTH,Independent,Others,male,65,8,0.077486996,0.0060642,9,148412,115,112,3,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
10,AZHIKODE,GEN,SUMESH KUMAR. K,Independent,Others,male,39,9,0.071422796,0,0,148412,106,103,3,KANNUR,MALABAR (NORTH KERALA),2.532337816,CPM,LDF
11,KANNUR,GEN,ADV.T.O. MOHANAN,Indian National Congress,UDF,male,60,1,50.25654894,13.20177343,18551,140519,70620,69454,1166,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,RAMACHANDRAN KADANNAPPALLI,Congress (Secular),LDF,male,81,2,37.05477551,25.5659377,35925,140519,52069,51113,956,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,C. RAGHUNATH,Bharatiya Janata Party,NDA,male,69,3,11.48883781,10.9871263,15439,140519,16144,15907,237,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,NOTA,None of the Above,Others,,,4,0.501711512,0.301738555,424,140519,705,690,15,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,T.K. MOHANAN,Independent,Others,male,64,5,0.199972957,0.018502836,26,140519,281,278,3,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,SURESH KUMAR,Bharatheeya Jawan Kisan Party,Others,male,59,6,0.181470121,0.018502836,26,140519,255,252,3,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,M.K. SHAHAZAD,Socialist Unity Centre Of India (COMMUNIST),Others,male,36,7,0.162967286,0.009251418,13,140519,229,224,5,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
11,KANNUR,GEN,RAMACHANDRAN KUNIYIL,Independent,Others,male,64,8,0.153715868,0,0,140519,216,214,2,KANNUR,MALABAR (NORTH KERALA),2.480684574,C(S),LDF
12,DHARMADAM,GEN,PINARAYI VIJAYAN,Communist Party of India (Marxist),LDF,male,82,1,49.87446041,11.21234541,19247,171659,85614,83418,2196,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
12,DHARMADAM,GEN,ADV. V.P ABDUL RASHEED,Indian National Congress,UDF,male,36,2,38.66211501,27.8528944,47812,171659,66367,65074,1293,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
12,DHARMADAM,GEN,K. RANJITH,Bharatiya Janata Party,NDA,male,58,3,10.80922061,10.33560722,17742,171659,18555,18213,342,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
12,DHARMADAM,GEN,NOTA,None of the Above,Others,,,4,0.473613385,0.361181179,620,171659,813,764,49,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
12,DHARMADAM,GEN,VADI HAREENDRAN,Independent,Others,male,64,5,0.112432206,0.044273822,76,171659,193,189,4,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
12,DHARMADAM,GEN,VIJAYAN A.M S/O KUNHIRAMAN,Independent,Others,male,62,6,0.068158384,0,0,171659,117,116,1,KANNUR,MALABAR (NORTH KERALA),2.439439818,CPM,LDF
13,THALASSERY,GEN,KARAYI RAJAN,Communist Party of India (Marxist),LDF,male,68,1,48.33630195,14.22373464,20523,144287,69743,68401,1342,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,SAJU K P,Indian National Congress,UDF,male,58,2,34.11256731,18.34260883,26466,144287,49220,48463,757,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,O NIDHEESH,Bharatiya Janata Party,NDA,male,42,3,15.76995849,14.76917532,21310,144287,22754,22448,306,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,A C JALALUDDHEEN,Social Democratic Party Of India,Others,male,64,4,1.000783161,0.496233202,716,144287,1444,1431,13,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,NOTA,None of the Above,Others,,,5,0.504549959,0.338214808,488,144287,728,708,20,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,SAJU V P,Independent,Others,male,35,6,0.166335151,0.104652533,151,144287,240,239,1,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,RAJAN O P,Independent,Others,male,70,7,0.061682619,0.013861263,20,144287,89,87,2,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
13,THALASSERY,GEN,RAJAN V P,Independent,Others,male,61,8,0.047821356,0,0,144287,69,69,0,KANNUR,MALABAR (NORTH KERALA),2.666633371,CPM,LDF
14,KUTHUPARAMBA,GEN,P K PRAVEEN,Rashtriya Janata Dal,LDF,male,56,1,42.90325331,0.783181691,1286,164202,70448,69023,1425,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,JAYANTHI RAJAN,Indian Union Muslim League,UDF,female,46,2,42.12007162,28.60318388,46967,164202,69162,68209,953,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,ADV. SHIJILAL,Bharatiya Janata Party,NDA,male,49,3,13.51688774,13.10824472,21524,164202,22195,21870,325,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,JAYANTHI,Independent,Others,female,50,4,0.408643013,0.067599664,111,164202,671,655,16,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,PRAVEEN KUMAR,Independent,Others,male,43,5,0.341043349,0.039585389,65,164202,560,554,6,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,NOTA,None of the Above,Others,,,6,0.30145796,0.146770441,241,164202,495,478,17,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,RAFEED A P,Aam Aadmi Party,Others,male,36,7,0.154687519,0.051765508,85,164202,254,249,5,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,MOHANAN K P,Independent,Others,male,56,8,0.102922011,0.021924215,36,164202,169,167,2,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,SHYLAJA,Independent,Others,female,45,9,0.080997795,0.010962108,18,164202,133,129,4,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
14,KUTHUPARAMBA,GEN,SHAHUL HAMEED,Independent,Others,male,44,10,0.070035688,0,0,164202,115,114,1,KANNUR,MALABAR (NORTH KERALA),2.633022956,LJD,LDF
15,MATTANNUR,GEN,V K  SANOJ,Communist Party of India (Marxist),LDF,male,43,1,47.95535094,8.341084906,14168,169858,81456,79314,2142,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,CHANDRAN THILLANKERI,Indian National Congress,UDF,male,57,2,39.61426603,29.12609356,49473,169858,67288,65867,1421,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,BIJU ELAKKUZHI,Bharatiya Janata Party,NDA,male,46,3,10.48817247,9.210046038,15644,169858,17815,17463,352,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,BASHEER PUNNAD,Social Democratic Party Of India,Others,male,51,4,1.278126435,0.824217876,1400,169858,2171,2161,10,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,NOTA,None of the Above,Others,,,5,0.453908559,0.330275877,561,169858,771,744,27,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,SANOJ                           S/O KUNHIRAMAN K,Independent,Others,male,45,6,0.123632681,0.037089804,63,169858,210,209,1,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
15,MATTANNUR,GEN,CHANDRAN THENGALATH,Independent,Others,male,51,7,0.086542877,0,0,169858,147,144,3,KANNUR,MALABAR (NORTH KERALA),2.512013747,CPM,LDF
16,PERAVOOR,GEN,ADV. SUNNY JOSEPH,Indian National Congress,UDF,male,73,1,51.71008666,9.815680096,14453,147244,76140,74634,1506,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,K K SHAILAJA TEACHER,Communist Party of India (Marxist),LDF,female,69,2,41.89440656,36.4476651,53667,147244,61687,60437,1250,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,PAILY VATHIYATTU,Bharath Dharma Jana Sena,NDA,male,71,3,5.446741463,5.154030045,7589,147244,8020,7863,157,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,ADV. HENSTION GEORGE,Aam Aadmi Party,Others,male,57,4,0.292711418,0.03803211,56,147244,431,423,8,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,NOTA,None of the Above,Others,,,5,0.254679308,0.124962647,184,147244,375,363,12,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,SUNNY JOSEPH MUTHUKULATHEL,Independent,Others,male,59,6,0.129716661,0.055689875,82,147244,191,178,13,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,SAILAJA. A. V,Independent,Others,female,55,7,0.074026785,0.015620331,23,147244,109,101,8,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,ARUVIKKAL KRISHNAN,Communist Party of India (Marxist-Leninist) (Liberation),Others,male,50,8,0.058406455,0.012224607,18,147244,86,82,4,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,C. SHYLAJA,Independent,Others,female,66,9,0.046181848,0.00135829,2,147244,68,67,1,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,SUNNY,Independent,Others,male,67,10,0.044823558,0.014262041,21,147244,66,55,11,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,NARAYANA KUMAR,Independent,Others,male,65,11,0.030561517,0.012903752,19,147244,45,44,1,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
16,PERAVOOR,GEN,VENUGOPALAN. C,Independent,Others,male,78,12,0.017657765,0,0,147244,26,25,1,KANNUR,MALABAR (NORTH KERALA),2.24269403,INC,UDF
17,MANANTHAVADY,ST,USHA VIJAYAN,Indian National Congress,UDF,female,46,1,46.92253615,6.389464626,10543,165006,77425,76089,1336,WAYANAD,MALABAR (NORTH KERALA),2.507963502,CPM,LDF
17,MANANTHAVADY,ST,O R KELU,Communist Party of India (Marxist),LDF,male,57,2,40.53307152,28.60562646,47201,165006,66882,65724,1158,WAYANAD,MALABAR (NORTH KERALA),2.507963502,CPM,LDF
17,MANANTHAVADY,ST,P SHYAMRAJ,Bharatiya Janata Party,NDA,male,37,3,11.92744506,11.3104978,18663,165006,19681,19385,296,WAYANAD,MALABAR (NORTH KERALA),2.507963502,CPM,LDF
17,MANANTHAVADY,ST,NOTA,None of the Above,Others,,,4,0.616947263,0,0,165006,1018,1001,17,WAYANAD,MALABAR (NORTH KERALA),2.507963502,CPM,LDF
18,SULTHANBATHERY,ST,I C BALAKRISHNAN,Indian National Congress,UDF,male,50,1,44.61223705,9.380121851,16597,176938,78936,77573,1363,WAYANAD,MALABAR (NORTH KERALA),2.81973282,INC,UDF
18,SULTHANBATHERY,ST,M S VISWANATHAN,Communist Party of India (Marxist),LDF,male,54,2,35.2321152,17.5377816,31031,176938,62339,61256,1083,WAYANAD,MALABAR (NORTH KERALA),2.81973282,INC,UDF
18,SULTHANBATHERY,ST,KAVITHA A S,Bharatiya Janata Party,NDA,female,48,3,17.69433361,16.68776634,29527,176938,31308,30873,435,WAYANAD,MALABAR (NORTH KERALA),2.81973282,INC,UDF
18,SULTHANBATHERY,ST,PRAKRITHI N V,Aam Aadmi Party,Others,third,26,4,1.006567272,0.191592535,339,176938,1781,1752,29,WAYANAD,MALABAR (NORTH KERALA),2.81973282,INC,UDF
